LeiOfEntityWhichSubmittedTheOrder,DirectElectronicAccess,ClientIdentificationCode,InvestmentDecisionWithinFirm,ExecutionWithinFirm,NonExecutingBroker,TradingCapacity,LiquidityProvisionActivity,DateAndTime,ValidityPeriod,OrderRestriction,ValidityPeriodDateAndTime,MicCode,FinancialInstrumentsIdentificationCode,DateOfReceipt,OrderIdentificationCode,Lifecycle,OrderType,OrderTypeClassification,LimitPrice,AdditionalLimitPrice,StopPrice,PeggedLimitPrice,PriceCurrency,CurrencyOfLeg2,PriceNotation,BuySellIndicator,OrderStatus,QuantityNotation,QuantityCurrency,InitialQuantity,RemainingQuantityIncludingHidden,DisplayedQuantity,TradedQuantity,MinimumAcceptableQuantity,MinimumExecutableSize,MesFirstExecutionOnly,PassiveOnlyIndicator,SelfExecutionPrevention,StrategyLinkedOrder,RoutingStrategy,InstrumentFullName,UnderlyingInstrumentCode,InstrumentClassification,SRDTaxonomy,SequenceNumber,PassiveOrAggressiveIndicator,PriorityTimeStamp,OrderBookCode,TradingPhases,
1VUV7VQFKUOQSJ21A208,false,,100022,100022,,DEAL,,2020-10-28T08:27:23.898881Z,GTTV,VFCR,2020-10-28T23:59:59.000000Z,TSGB,FR0010447367,2020-10-28,10055831,NEWO,Limit,LMTO,163.08,,,,,,BAPO,SELL,ACTI,MONE,EUR,5000000,5000000,5000000,0,,5000000,true,false,true,,,OATei40,,DNFTFN,FixedIncome:Bond:Sovereign,98,,2020-10-28T08:27:23.898807Z,120TSGB4254129a6d62,Continuous Volume Matching,
,false,,,,,DEAL,false,2020-10-28T03:43:55.778373Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZGD8FW1B560,2020-10-28,1015GSK1BOSELL,NEWO,Limit,LMTO,6.707,,,,CNY,,MONE,SELL,ACTI,MONE,CNY,900000000,900000000,900000000,0,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,302,,,VEZGD8FW1B560,,
,false,,UT0S72,UT0S72,,DEAL,false,2020-10-28T13:30:46.890914Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZVC3H3GJQZ6,2020-10-28,1011ATQCBOSELL,FILL,Limit,LMTO,1.3283,,,,CAD,,MONE,SELL,,MONE,CAD,150000000,0,0,150000000,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,88,,,VEZVC3H3GJQZ6,,
,false,,,,,DEAL,false,2020-10-28T12:04:15.922447Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ50TXX89BW6,2020-10-28,102MOLK6BOBUY,NEWO,Limit,LMTO,3.75,,,,USD,,MONE,BUYI,ACTI,MONE,USD,50000000,50000000,50000000,0,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,17,,,VEZ50TXX89BW6,,
,false,,100220,100220,,DEAL,false,2020-10-28T13:53:31Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,TPSE,EZNVV80MFCG4,2020-10-28,1011AVZ3BOSELL,FILL,Limit,LMTO,0.74,,,,,,PERC,SELL,,MONE,CAD,50000000,0,0,50000000,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,12,,,VEZNVV80MFCG4,,
,false,,,,,DEAL,false,2020-10-28T14:25:07.343554Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ2FKKJK5V41,2020-10-28,1011AYM3BOSELL,NEWO,Limit,LMTO,21.303,,,,USD,,MONE,SELL,ACTI,MONE,USD,130000000,130000000,130000000,0,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,94,,,VEZ2FKKJK5V41,,
1VUV7VQFKUOQSJ21A208,false,,,,,DEAL,,2020-10-28T08:27:11.467837Z,GTTV,VFCR,2020-10-28T23:59:59.000000Z,TSGB,IT0005004426,2020-10-28,10055676,NEWO,Limit,LMTO,110.74,,,,,,BAPO,SELL,ACTI,MONE,EUR,5000000,5000000,5000000,0,,5000000,true,false,true,,,BTPei24,,DBVUFB,FixedIncome:Bond:Sovereign,41,,2020-10-28T08:27:11.467768Z,120TSGBba703d2fa233,Continuous Volume Matching,
,false,,,,,DEAL,false,2020-10-28T14:18:44.101041Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZL59VHWFP24,2020-10-28,102MP8E8BOBUY,FILL,Limit,LMTO,1,,,,,,PERC,BUYI,,MONE,EUR,115000000,0,0,115000000,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,19,,,VEZL59VHWFP24,,
,false,,,,,DEAL,false,2020-10-28T08:11:14.597628Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ8KS29WTX26,2020-10-28,1015H5L1BOBUY,FILL,Limit,LMTO,1.176,,,,EUR,,MONE,BUYI,,MONE,EUR,350000000,0,0,350000000,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,131,,,VEZ8KS29WTX26,,
1VUV7VQFKUOQSJ21A208,false,127662,100190,100190,,DEAL,,2020-10-28T12:54:11.217088Z,IOCV,VFCR,,XOFF,FR0012968337,2020-10-28,2020102803020000000000001989127P_1,FILL,Limit,LMTO,100.058,,,,,,PERC,BUYI,,MONE,EUR,50000000,0,0,50000000,,0,true,false,true,,,FRTR 0.25 25/11/20,,DNFTFN,FixedIncome:Bond:Sovereign,37,PASV,2020-10-28T12:54:11.217088Z,VXOFFe-96573a66497a,Central Limit Order Book,
,false,,100224,100224,,DEAL,false,2020-10-28T11:24:17.979Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,IMCE,NL0000235190,2020-10-28,KAS2mH4i073801BOSELL,FILL,Limit,LMTO,62.01,,,,EUR,,MONE,SELL,,UNIT,EUR,126697,0,0,126697,,,,,true,,,AIRFPXXX_CASHCROSS_J3L1vtbz003c01,,ESVUFN,Equity:CashEquity,4610,,,VNL0000235190,,
,false,,100145,100145,,DEAL,false,2020-10-28T16:50:34.337796Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZGWFS5GKHX6,2020-10-28,102MPOX8BOSELL,FILL,Limit,LMTO,-8.375,,,,,,BAPO,SELL,,MONE,EUR,50000000,0,0,50000000,,,,,true,,,,,SRACCP,InterestRate:CrossCurrency:Basis,4,,,VEZGWFS5GKHX6,,
1VUV7VQFKUOQSJ21A208,false,127665,,,,DEAL,,2020-10-28T16:29:28.691517Z,IOCV,VFCR,,XOFF,EZRXTF349VN1,2020-10-28,20201028045000000000000001727480_2,FILL,Limit,LMTO,-0.00326,,,,,,BAPO,SELL,,MONE,EUR,500000000,0,0,500000000,,0,true,false,true,,,9Y EUR IRS Outright (EUR.9Y.6M),,SRCCSP,InterestRate:IRSwap:FixedFloat,17,PASV,2020-10-28T16:29:28.691517Z,VXOFFd-35efb82d882d,Central Limit Order Book,
1VUV7VQFKUOQSJ21A208,false,127745,,,,DEAL,,2020-10-28T08:32:23.125224Z,IOCV,VFCR,,XOFF,EZ4WFPG74QB6,2020-10-28,2020102801000000000000007754813N_1,FILL,Limit,LMTO,366,,,,,,BAPO,BUYI,,MONE,EUR,20000000,0,0,20000000,,0,true,false,true,,,FWD.EUR.HUF.12M,,JFTXFP,ForeignExchange:Forward,2,PASV,2020-10-28T08:32:23.125224Z,VXOFF4-d730cd2f269f,Central Limit Order Book,
1VUV7VQFKUOQSJ21A208,false,,,,,DEAL,,2020-10-28T07:49:46.468503Z,GTCV,VFCR,2099-12-31T23:59:59Z,IOFI,XS1756434194,2020-10-28,47651069,NEWO,Limit,LMTO,35,,,,,,BAPO,SELL,ACTI,MONE,EUR,1000000,1000000,1000000,0,,1000000,true,false,true,,,BNP FRN 01/19/23,,DTVUFB,FixedIncome:Bond:Corporate,23,,2020-10-28T07:49:46.468431Z,99IOFI-adcb95ebb174,Central Limit Order Book,
,false,,,,,DEAL,false,2020-10-28T10:27:22.222893Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZWRM6DQ2VQ2,2020-10-28,102MO4X8BOBUY,NEWO,Limit,LMTO,-0.541,,,,,,PERC,BUYI,ACTI,MONE,EUR,210600000,210600000,210600000,0,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,5,,,VEZWRM6DQ2VQ2,,
1VUV7VQFKUOQSJ21A208,false,,,,,DEAL,,2020-10-28T07:31:21.281276Z,GTCV,VFCR,2099-12-31T23:59:59Z,IOFI,,2020-10-28,47628961,CHME,Limit,LMTO,57,,,,,,BAPO,BUYI,ACTI,MONE,EUR,1000000,1000000,1000000,0,,1000000,true,false,true,,,"JPM 1.5 O/22,DBR 1.5 09/22 (ICAP)",,,Strategy,15,,2020-10-28T07:31:21.281221Z,99IOFI-9f273edddc73,Central Limit Order Book,
1VUV7VQFKUOQSJ21A208,false,,100022,100022,,DEAL,,2020-10-28T12:50:34.125345Z,GTTV,VFCR,2020-10-28T23:59:59.000000Z,TSGB,FR0013410552,2020-10-28,10059438,CHME,Limit,LMTO,111.53,,,,,,BAPO,SELL,ACTI,MONE,EUR,5000000,5000000,5000000,0,,5000000,true,false,true,,,OATei29(MAR),,DNFTFN,FixedIncome:Bond:Sovereign,199,,2020-10-28T12:50:34.125258Z,120TSGB5208569b3562,Continuous Volume Matching,
1VUV7VQFKUOQSJ21A208,false,127665,,,,DEAL,,2020-10-28T16:29:28.653600Z,IOCV,VFCR,,XOFF,EZS2JQR81L43,2020-10-28,20201028045000000000000001727479_1,FILL,Limit,LMTO,-0.00369,,,,,,BAPO,BUYI,,MONE,EUR,281700000,0,0,281700000,,0,true,false,true,,,8Y EUR IRS Outright (EUR.8Y.6M),,SRCCSP,InterestRate:IRSwap:FixedFloat,16,PASV,2020-10-28T16:29:28.653600Z,VXOFF7-5579b677da0f,Central Limit Order Book,
,false,,,,,DEAL,false,2020-10-28T11:42:34.492863Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ5J0C6ZLLT2,2020-10-28,102MOIB5BOSELL,FILL,Limit,LMTO,16.366,,,,ZAR,,MONE,SELL,,MONE,ZAR,1442000000,0,0,1442000000,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,120,,,VEZ5J0C6ZLLT2,,
1VUV7VQFKUOQSJ21A208,false,208298,,,,DEAL,,2020-10-28T07:53:37.912185Z,IOCV,VFCR,,XOFF,EZ4PGKFJW5F3,2020-10-28,2020102801000000000000007754710N_2,FILL,Limit,LMTO,104.201,,,,,,BAPO,SELL,,MONE,JPY,37000000000,0,0,37000000000,,0,true,false,true,,,FWD.JPY.USD.1D,,JFTXFP,ForeignExchange:Forward,141,PASV,2020-10-28T07:53:37.912185Z,VXOFFd-c9f0c1105d57,Central Limit Order Book,
,false,,,,,DEAL,false,2020-10-28T10:22:58.470824Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZFFSCG6WGD4,2020-10-28,1011A6A3BOBUY,FILL,Limit,LMTO,1.1772,,,,EUR,,MONE,BUYI,,MONE,EUR,1000000000,0,0,1000000000,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,227,,,VEZFFSCG6WGD4,,
,false,,100224,100224,,DEAL,false,2020-10-28T11:24:17.981Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,IMCE,FR0000073272,2020-10-28,KAS2mH4k043801BOSELL,FILL,Limit,LMTO,88.7,,,,EUR,,MONE,SELL,,UNIT,EUR,50869,0,0,50869,,,,,true,,,SAFFPXXX_CASHCROSS_J3L1wubv003c01,,ESXXXN,Equity:CashEquity,2282,,,VFR0000073272,,
,false,,,,,DEAL,false,2020-10-28T08:32:04.664415Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ1TWTSLFFG1,2020-10-28,1015H6JBBOBUY,FILL,Limit,LMTO,1.1754242,,,,USD,,MONE,BUYI,,MONE,USD,500000000,0,0,500000000,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,55,,,VEZ1TWTSLFFG1,,
,false,,UT08H7,UT08H7,,DEAL,false,2020-10-28T07:49:38.795475Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZFFSCG6WGD4,2020-10-28,102MN318BOBUY,FILL,Limit,LMTO,1.1772,,,,EUR,,MONE,BUYI,,MONE,EUR,1000000000,0,0,1000000000,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,203,,,VEZFFSCG6WGD4,,
,false,,,,,DEAL,false,2020-10-28T09:13:05.589351Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ4M4QPXQ759,2020-10-28,1015H8F1BOBUY,NEWO,Limit,LMTO,1133.6,,,,USD,,MONE,BUYI,ACTI,MONE,USD,12000000,12000000,12000000,0,,,,,true,,,,,JFTXFC,ForeignExchange:NDF,13,,,VEZ4M4QPXQ759,,
,false,,,,,DEAL,false,2020-10-28T03:56:04.681158Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ7P9MQM7D86,2020-10-28,1015GTH2BOSELL,FILL,Limit,LMTO,0.735,,,,,,PERC,SELL,,MONE,AUD,25000000,0,0,25000000,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,68,,,VEZ7P9MQM7D86,,
1VUV7VQFKUOQSJ21A208,false,,100297,100297,,DEAL,,2020-10-28T14:10:47.473101Z,GTTV,VFCR,2020-10-28T23:59:59.000000Z,TSFI,,2020-10-28,47662212,NEWO,Limit,LMTO,114,,,,,,BAPO,BUYI,ACTI,MONE,EUR,3000000,3000000,3000000,0,,1000000,true,false,true,,,"RDSALN 0.5 11/31 VM,DBR 0 08/29",,,Strategy,1,,2020-10-28T14:10:47.473035Z,99TSFI-79007b70a745,Continuous Volume Matching,
,false,,,,,DEAL,false,2020-10-28T09:13:00.713873Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ8F1K6HZHR3,2020-10-28,1015H8G1BOSELL,NEWO,Limit,LMTO,1133.625,,,,USD,,MONE,SELL,ACTI,MONE,USD,12000000,12000000,12000000,0,,,,,true,,,,,JFTXFC,ForeignExchange:NDF,6,,,VEZ8F1K6HZHR3,,
,false,,100224,100224,,DEAL,false,2020-10-28T11:24:17.979Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,IMCE,FR0000125486,2020-10-28,KAS2mH50053801BOSELL,NEWO,Limit,LMTO,67.5,,,,EUR,,MONE,SELL,ACTI,UNIT,EUR,272879,272879,272879,0,,,,,true,,,DGFPXXXX_CASHCROSS_J3L1wCAP003c01,,ESXXXN,Equity:CashEquity,3345,,,VFR0000125486,,
1VUV7VQFKUOQSJ21A208,false,,,,,DEAL,,2020-10-28T18:30:00.487532Z,DAVY,VFCR,2020-10-28T23:59:59.999999Z,TSGB,,2020-10-28,9967630,CAMO,Limit,LMTO,0.52,,,,,,BAPO,BUYI,,MONE,EUR,25000000,0,0,0,,10000000,true,false,true,,,"DBR 2.50 08/46 EGB,BUXL Dec 20",,,Strategy,10,,2020-10-14T15:14:19.700850Z,120TSGB51942b5a9fec,Central Limit Order Book,
,false,,,,,DEAL,false,2020-10-28T06:44:53.450862Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ8KS29WTX26,2020-10-28,1015H0ZABOSELL,NEWO,Limit,LMTO,1.1783245,,,,EUR,,MONE,SELL,ACTI,MONE,EUR,300000000,300000000,300000000,0,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,98,,,VEZ8KS29WTX26,,
,false,,,,,DEAL,false,2020-10-28T13:48:20.861043Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZZ9VBT2DP24,2020-10-28,1011AVFCBOBUY,NEWO,Limit,LMTO,6.73025,,,,CNY,,MONE,BUYI,ACTI,MONE,CNY,380000000,380000000,380000000,0,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,301,,,VEZZ9VBT2DP24,,
,false,,,,,DEAL,false,2020-10-28T13:48:20.862043Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ1C18HN8KB4,2020-10-28,1011AVF3BOSELL,FILL,Limit,LMTO,6.73,,,,CNY,,MONE,SELL,,MONE,CNY,380000000,0,0,380000000,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,316,,,VEZ1C18HN8KB4,,
,false,,,,,DEAL,false,2020-10-28T14:16:59.517697Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ0D90V21LJ4,2020-10-28,102MP876BOSELL,FILL,Limit,LMTO,-0.279,,,,,,PERC,SELL,,MONE,EUR,50000000,0,0,50000000,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,192,,,VEZ0D90V21LJ4,,
1VUV7VQFKUOQSJ21A208,false,127662,,,,DEAL,,2020-10-28T10:34:30.377142Z,IOCV,VFCR,,XOFF,EZMN6PD825W6,2020-10-28,20201028045000000000000001727000_1,FILL,Limit,LMTO,-0.0046875,,,,,,BAPO,BUYI,,MONE,JPY,4000000000,0,0,4000000000,,0,true,false,true,,,JPY.20Y.3M.XCCY.BSX,,SRACCP,InterestRate:CrossCurrency:Basis,3,PASV,2020-10-28T10:34:30.377142Z,VXOFF0-f46db0b35456,Central Limit Order Book,
,false,,100091,100091,,DEAL,false,2020-10-28T12:52:42.93709Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZSTVTZYM6B5,2020-10-28,102MOTD5BOSELL,NEWO,Limit,LMTO,18.2,,,,,,PERC,SELL,ACTI,MONE,GBP,36500000,36500000,36500000,0,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,98,,,VEZSTVTZYM6B5,,
1VUV7VQFKUOQSJ21A208,false,,,,,DEAL,,2020-10-28T07:29:49.137915Z,GTCV,VFCR,2099-12-31T23:59:59Z,IOFI,XS1823532996,2020-10-28,47605842,CHME,Limit,LMTO,41,,,,,,BAPO,BUYI,ACTI,MONE,EUR,1000000,1000000,1000000,0,,1000000,true,false,true,,,BNP FRN 05/22/23,,DTVUFB,FixedIncome:Bond:Corporate,19,,2020-10-28T07:29:49.137848Z,99IOFI-bdaf8f3c77af,Central Limit Order Book,
1VUV7VQFKUOQSJ21A208,false,127662,,,,DEAL,,2020-10-28T10:55:06.746717Z,IOCV,VFCR,,XOFF,IT0005024234,2020-10-28,2020102803020000000000001989008U_2,FILL,Limit,LMTO,125.78,,,,,,PERC,SELL,,MONE,EUR,18300000,0,0,18300000,,0,true,false,true,,,BTPS 3.5 03/30,,DBFUFB,FixedIncome:Bond:Sovereign,2,PASV,2020-10-28T10:55:06.746717Z,VXOFFe-50ce2a159357,Central Limit Order Book,
,false,,UT08H9,UT08H9,,DEAL,false,2020-10-28T11:41:21.630544Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ1TWTSLFFG1,2020-10-28,102MOIK8BOBUY,NEWO,Limit,LMTO,1.1738,,,,EUR,,MONE,BUYI,ACTI,MONE,EUR,500000000,500000000,500000000,0,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,273,,,VEZ1TWTSLFFG1,,
,false,,,,,DEAL,false,2020-10-28T08:18:57.956105Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ713FKFLWC9,2020-10-28,102MNCCEBOBUY,NEWO,Limit,LMTO,16.2967,,,,ZAR,,MONE,BUYI,ACTI,MONE,ZAR,2000000000,2000000000,2000000000,0,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,13,,,VEZ713FKFLWC9,,
,false,,UT08H9,UT08H9,,DEAL,false,2020-10-28T12:17:53.899987Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ7M85MX9WC6,2020-10-28,102MONNHBOSELL,FILL,Limit,LMTO,1.17305,,,,EUR,,MONE,SELL,,MONE,EUR,500000000,0,0,500000000,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,92,,,VEZ7M85MX9WC6,,
1VUV7VQFKUOQSJ21A208,false,,100297,100297,,DEAL,,2020-10-28T14:20:35.797547Z,GTTV,VFCR,2020-10-28T23:59:59.000000Z,TSFI,,2020-10-28,47662212,CAMO,Limit,LMTO,114,,,,,,BAPO,BUYI,,MONE,EUR,3000000,0,0,0,,1000000,true,false,true,,,"RDSALN 0.5 11/31 VM,DBR 0 08/29",,,Strategy,3,,2020-10-28T14:10:47.473035Z,99TSFI-79007b70a745,Continuous Volume Matching,
1VUV7VQFKUOQSJ21A208,false,,100191,100191,,DEAL,,2020-10-28T08:27:30.178853Z,GTTV,VFCR,2020-10-28T23:59:59.000000Z,TSGB,FR0011427848,2020-10-28,10055879,NEWO,Limit,LMTO,106.11,,,,,,BAPO,SELL,ACTI,MONE,EUR,5000000,5000000,5000000,0,,5000000,true,false,true,,,OATei24,,DNFTFN,FixedIncome:Bond:Sovereign,112,,2020-10-28T08:27:30.178780Z,120TSGB0f69bd3c7ff2,Continuous Volume Matching,
1VUV7VQFKUOQSJ21A208,false,121593,,,,DEAL,,2020-10-28T10:34:07.773335Z,IOCV,VFCR,,XOFF,EZ9KWX81JQT0,2020-10-28,2020102801000000000000007755082F_2,NEWO,Limit,LMTO,0.709803,,,,,,BAPO,SELL,ACTI,MONE,AUD,321000000,321000000,321000000,0,,0,true,false,true,,,FWD.AUD.USD.1D,,JFTXFP,ForeignExchange:Forward,66,,2020-10-28T10:34:07.773335Z,VXOFF0-c9c34edeb53e,Central Limit Order Book,
1VUV7VQFKUOQSJ21A208,false,,100022,100022,,DEAL,,2020-10-28T08:27:19.572573Z,GTTV,VFCR,2020-10-28T23:59:59.000000Z,TSGB,FR0013524014,2020-10-28,10055773,NEWO,Limit,LMTO,116.99,,,,,,BAPO,SELL,ACTI,MONE,EUR,10000000,10000000,10000000,0,,5000000,true,false,true,,,OATi36(French),,DNFTFN,FixedIncome:Bond:Sovereign,86,,2020-10-28T08:27:19.571543Z,120TSGB6bc2bb9d9cbd,Continuous Volume Matching,
1VUV7VQFKUOQSJ21A208,false,,,,,DEAL,,2020-10-28T07:29:55.552266Z,GTCV,VFCR,2099-12-31T23:59:59Z,IOFI,XS1787278008,2020-10-28,47603791,CHME,Limit,LMTO,35,,,,,,BAPO,SELL,ACTI,MONE,EUR,1000000,1000000,1000000,0,,1000000,true,false,true,,,ACAFP FRN 03/06/23,,DTVUFB,FixedIncome:Bond:Corporate,68,,2020-10-28T07:29:55.552214Z,99IOFI-9263072bf8eb,Central Limit Order Book,
1VUV7VQFKUOQSJ21A208,false,,100022,100022,,DEAL,,2020-10-28T12:50:28.666723Z,GTTV,VFCR,2020-10-28T23:59:59.000000Z,TSGB,FR0011008705,2020-10-28,10059434,NEWO,Limit,LMTO,122.13,,,,,,BAPO,SELL,ACTI,MONE,EUR,20000000,20000000,20000000,0,,5000000,true,false,true,,,OATei27,,DNFTFN,FixedIncome:Bond:Sovereign,155,,2020-10-28T12:50:28.665047Z,120TSGBf12dd76b8fca,Continuous Volume Matching,
,false,,UT0S72,UT0S72,,DEAL,false,2020-10-28T13:30:46.890914Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ9ZSW87YBB4,2020-10-28,1011ATQ3BOBUY,FILL,Limit,LMTO,1.328306,,,,CAD,,MONE,BUYI,,MONE,CAD,150000000,0,0,150000000,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,227,,,VEZ9ZSW87YBB4,,
1VUV7VQFKUOQSJ21A208,false,208298,,,,DEAL,,2020-10-28T04:39:52.956410Z,IOCV,VFCR,,XOFF,EZ91WZD7WC90,2020-10-28,2020102801000000000000007754429F_1,FILL,Limit,LMTO,104.22,,,,,,BAPO,BUYI,,MONE,JPY,100000000000,0,0,100000000000,,0,true,false,true,,,FWD.JPY.USD.1D,,JFTXFP,ForeignExchange:Forward,60,PASV,2020-10-28T04:39:52.956410Z,VXOFFf-8c5cd24d555b,Central Limit Order Book,
1VUV7VQFKUOQSJ21A208,false,,,,,DEAL,,2020-10-28T07:31:21.245064Z,GTCV,VFCR,2099-12-31T23:59:59Z,IOFI,,2020-10-28,47628950,CHME,Limit,LMTO,59,,,,,,BAPO,BUYI,ACTI,MONE,EUR,1000000,1000000,1000000,0,,1000000,true,false,true,,,"GS 1.375 7/22,DBR 1.75 07/22 (ICAP)",,,Strategy,4,,2020-10-28T07:31:21.245007Z,99IOFI-fe97a2a7a0d0,Central Limit Order Book,
,false,,,,,DEAL,false,2020-10-28T03:23:30.086373Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZHBMQYLL859,2020-10-28,1015GQSABOBUY,NEWO,Limit,LMTO,6.7104,,,,USD,,MONE,BUYI,ACTI,MONE,USD,20000000,20000000,20000000,0,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,1,,,VEZHBMQYLL859,,
,false,,,,,DEAL,false,2020-10-28T09:05:13.272803Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ3W922S6GL2,2020-10-28,102MNMF6BOSELL,NEWO,Limit,LMTO,1.36082,,,,USD,,MONE,SELL,ACTI,MONE,USD,50000000,50000000,50000000,0,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,34,,,VEZ3W922S6GL2,,
,false,,,,,DEAL,false,2020-10-28T03:43:47.744373Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ1C18HN8KB4,2020-10-28,1015GSIABOBUY,NEWO,Limit,LMTO,6.70725,,,,CNY,,MONE,BUYI,ACTI,MONE,CNY,900000000,900000000,900000000,0,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,409,,,VEZ1C18HN8KB4,,
1VUV7VQFKUOQSJ21A208,false,,,,,DEAL,,2020-10-28T08:29:44.192693Z,GTTV,VFCR,2020-10-28T23:59:59.000000Z,TSGB,IT0004243512,2020-10-28,10056015,NEWO,Limit,LMTO,109.22,,,,,,BAPO,SELL,ACTI,MONE,EUR,5000000,5000000,5000000,0,,5000000,true,false,true,,,BTPei23 (SEP),,DBVUFB,FixedIncome:Bond:Sovereign,48,,2020-10-28T08:29:44.192621Z,120TSGB2d32d9ee516c,Continuous Volume Matching,
1VUV7VQFKUOQSJ21A208,false,208298,,,,DEAL,,2020-10-28T04:39:52.955410Z,IOCV,VFCR,,XOFF,EZ4PGKFJW5F3,2020-10-28,2020102801000000000000007754429N_2,NEWO,Limit,LMTO,104.22105,,,,,,BAPO,SELL,ACTI,MONE,JPY,100000000000,100000000000,100000000000,0,,0,true,false,true,,,FWD.JPY.USD.1D,,JFTXFP,ForeignExchange:Forward,127,,2020-10-28T04:39:52.955410Z,VXOFFd-c9f0c1105d57,Central Limit Order Book,
,false,,100224,100224,,DEAL,false,2020-10-28T11:24:17.982Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,IMCE,NL0000226223,2020-10-28,KAS2mH4k0D3801BOSELL,FILL,Limit,LMTO,26.61,,,,EUR,,MONE,SELL,,UNIT,EUR,472645,0,0,472645,,,,,true,,,STMFPXXX_CASHCROSS_J3L1x0wW003c01,,ESVUFN,Equity:CashEquity,1994,,,VNL0000226223,,
,false,,,,,DEAL,false,2020-10-28T11:48:40.980482Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ0D90V21LJ4,2020-10-28,102MOJN5BOBUY,FILL,Limit,LMTO,-0.29354,,,,,,PERC,BUYI,,MONE,EUR,50000000,0,0,50000000,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,107,,,VEZ0D90V21LJ4,,
